fecha;stock;unidad;valor
2018-05-31;etanol;[m3];221,18
2018-05-31;ddgs;;361,84
2018-06-01;maiz;[ton];4865,06
2018-06-01;etanol;[m3];311,33
2018-06-01;ddgs;;433,44
2018-06-02;maiz;[ton];4940,54
2018-06-02;etanol;[m3];249,99
2018-06-02;ddgs;;366,04
2018-06-03;maiz;[ton];4244,54
2018-06-03;etanol;[m3];208,85
2018-06-03;ddgs;;480,8
2018-06-04;maiz;[ton];3548,24
2018-06-04;etanol;[m3];177,38
2018-06-04;ddgs;;558,62
2018-06-05;maiz;[ton];3770,6
2018-06-05;etanol;[m3];194,41
2018-06-05;ddgs;;635,22
2018-06-06;maiz;[ton];3954,48
2018-06-06;etanol;[m3];211,06
2018-06-06;ddgs;;485,61
2018-06-07;maiz;[ton];4452,64
2018-06-07;etanol;[m3];216,21
2018-06-07;ddgs;;335,55
2018-06-08;maiz;[ton];4665,0
2018-06-08;etanol;[m3];198,56
2018-06-08;ddgs;;398,03
2018-06-09;maiz;[ton];5100,0
2018-06-09;etanol;[m3];171,31
2018-06-09;ddgs;;330,91
2018-06-10;maiz;[ton];5066,14
2018-06-10;etanol;[m3];178,95
2018-06-10;ddgs;;482,73
2018-06-11;maiz;[ton];4400,0
2018-06-11;etanol;[m3];191,33
2018-06-11;ddgs;;627,37
2018-06-12;maiz;[ton];4611,0
2018-06-12;etanol;[m3];210,89
2018-06-12;ddgs;;737,87
2018-06-13;maiz;[ton];4305,0
2018-06-13;etanol;[m3];190,93
2018-06-13;ddgs;;833,7
2018-06-14;maiz;[ton];4061,34
2018-06-14;etanol;[m3];202,7
2018-06-14;ddgs;;684,19
2018-06-15;maiz;[ton];4465,0
2018-06-15;etanol;[m3];253,13
2018-06-15;ddgs;;583,2
2018-06-16;maiz;[ton];4865,0
2018-06-16;etanol;[m3];415,99
2018-06-16;ddgs;;681,51
2018-06-17;maiz;[ton];4997,42
2018-06-17;etanol;[m3];561,04
2018-06-17;ddgs;;784,87
2018-06-18;maiz;[ton];4325,0
2018-06-18;etanol;[m3];575,64
2018-06-18;ddgs;;912,31
2018-06-19;maiz;[ton];4320,0
2018-06-19;etanol;[m3];742,09
2018-06-19;ddgs;;941,47
2018-06-20;maiz;[ton];4763,84
2018-06-20;etanol;[m3];721,53
2018-06-20;ddgs;;796,4
2018-06-21;maiz;[ton];4085,0
2018-06-21;etanol;[m3];657,51
2018-06-21;ddgs;;770,8
2018-06-22;maiz;[ton];4515,0
2018-06-22;etanol;[m3];668,03
2018-06-22;ddgs;;883,15
2018-06-23;maiz;[ton];4825,0
2018-06-23;etanol;[m3];744,7
2018-06-23;ddgs;;861,12
2018-06-24;maiz;[ton];5132,16
2018-06-24;etanol;[m3];608,26
2018-06-24;ddgs;;973,66
2018-06-25;maiz;[ton];4465,0
2018-06-25;etanol;[m3];581,32
2018-06-25;ddgs;;1093,61
2018-06-26;maiz;[ton];3765,0
2018-06-26;etanol;[m3];852,47
2018-06-26;ddgs;;1281,25
2018-06-27;maiz;[ton];4137,56
2018-06-27;etanol;[m3];825,06
2018-06-27;ddgs;;1190,17
2018-06-28;maiz;[ton];4681,0
2018-06-28;etanol;[m3];842,04
2018-06-28;ddgs;;1128,93
2018-06-29;maiz;[ton];4811,48
2018-06-29;etanol;[m3];922,46
2018-06-29;ddgs;;841,92
2018-06-30;maiz;[ton];5098,02
2018-06-30;etanol;[m3];866,58
2018-06-30;ddgs;;970,25
2018-07-01;maiz;[ton];5504,12
2018-07-01;etanol;[m3];519,1
2018-07-01;ddgs;;1087,74
2018-07-02;maiz;[ton];4835,0
2018-07-02;etanol;[m3];246,54
2018-07-02;ddgs;;1210,12
2018-07-03;maiz;[ton];4840,0
2018-07-03;etanol;[m3];260,38
2018-07-03;ddgs;;1344,75
2018-07-04;maiz;[ton];4951,0
2018-07-04;etanol;[m3];265,78
2018-07-04;ddgs;;1270,4
2018-07-05;maiz;[ton];5045,0
2018-07-05;etanol;[m3];558,3
2018-07-05;ddgs;;1178,44
2018-07-06;maiz;[ton];4765,0
2018-07-06;etanol;[m3];578,54
2018-07-06;ddgs;;1278,39
2018-07-07;maiz;[ton];5365,0
2018-07-07;etanol;[m3];735,92
2018-07-07;ddgs;;1395,52
2018-07-08;maiz;[ton];5426,52
2018-07-08;etanol;[m3];747,78
2018-07-08;ddgs;;1512,11
2018-07-09;maiz;[ton];4742,52
2018-07-09;etanol;[m3];567,41
2018-07-09;ddgs;;1582,48
2018-07-10;maiz;[ton];4090,86
2018-07-10;etanol;[m3];442,41
2018-07-10;ddgs;;1674,08
2018-07-11;maiz;[ton];4055,86
2018-07-11;etanol;[m3];312,64
2018-07-11;ddgs;;1566,54
2018-07-12;maiz;[ton];4680,86
2018-07-12;etanol;[m3];302,01
2018-07-12;ddgs;;1459,36
2018-07-13;maiz;[ton];5180,86
2018-07-13;etanol;[m3];392,59
2018-07-13;ddgs;;1492,49
2018-07-14;maiz;[ton];5815,58
2018-07-14;etanol;[m3];444,07
2018-07-14;ddgs;;1579,0
2018-07-15;maiz;[ton];6173,32
2018-07-15;etanol;[m3];382,66
2018-07-15;ddgs;;1688,39
2018-07-16;maiz;[ton];5527,32
2018-07-16;etanol;[m3];354,66
2018-07-16;ddgs;;1789,91
2018-07-17;maiz;[ton];6539,08
2018-07-17;etanol;[m3];622,07
2018-07-17;ddgs;;1889,52
2018-07-18;maiz;[ton];7126,44
2018-07-18;etanol;[m3];631,97
2018-07-18;ddgs;;1690,66
2018-07-19;maiz;[ton];7587,6
2018-07-19;etanol;[m3];623,99
2018-07-19;ddgs;;1617,18
2018-07-20;maiz;[ton];7647,02
2018-07-20;etanol;[m3];550,03
2018-07-20;ddgs;;1480,5
2018-07-21;maiz;[ton];7788,36
2018-07-21;etanol;[m3];358,46
2018-07-21;ddgs;;1565,12
2018-07-22;maiz;[ton];7104,36
2018-07-22;etanol;[m3];123,28
2018-07-22;ddgs;;1660,27
2018-07-23;maiz;[ton];6562,88
2018-07-23;etanol;[m3];115,7
2018-07-23;ddgs;;1698,8
2018-07-24;maiz;[ton];7292,88
2018-07-24;etanol;[m3];195,35
2018-07-24;ddgs;;1716,61
2018-07-25;maiz;[ton];7992,86
2018-07-25;etanol;[m3];263,63
2018-07-25;ddgs;;1604,76
2018-07-26;maiz;[ton];8535,44
2018-07-26;etanol;[m3];320,53
2018-07-26;ddgs;;1429,29
2018-07-27;maiz;[ton];8994,4
2018-07-27;etanol;[m3];440,97
2018-07-27;ddgs;;1311,03
2018-07-28;maiz;[ton];9132,02
2018-07-28;etanol;[m3];268,37
2018-07-28;ddgs;;1370,5
2018-07-29;maiz;[ton];8439,62
2018-07-29;etanol;[m3];327,17
2018-07-29;ddgs;;1470,51
2018-07-30;maiz;[ton];7681,02
2018-07-30;etanol;[m3];230,44
2018-07-30;ddgs;;1599,2
2018-07-31;maiz;[ton];7651,22
2018-07-31;etanol;[m3];153,63
2018-07-31;ddgs;;1655,83
2018-08-01;maiz;[ton];7599,24
2018-08-01;etanol;[m3];201,04
2018-08-01;ddgs;;1379,33
2018-08-02;maiz;[ton];7734,12
2018-08-02;etanol;[m3];201,04
2018-08-02;ddgs;;1176,73
2018-08-03;maiz;[ton];8120,14
2018-08-03;etanol;[m3];170,7
2018-08-03;ddgs;;1041,79
2018-08-04;maiz;[ton];8543,22
2018-08-04;etanol;[m3];221,91
2018-08-04;ddgs;;1082,85
2018-08-05;maiz;[ton];7870,38
2018-08-05;etanol;[m3];117,59
2018-08-05;ddgs;;1123,31
2018-08-06;maiz;[ton];7280,14
2018-08-06;etanol;[m3];131,82
2018-08-06;ddgs;;1164,03
2018-08-07;maiz;[ton];6600,14
2018-08-07;etanol;[m3];155,52
2018-08-07;ddgs;;1209,31
2018-08-08;maiz;[ton];6692,38
2018-08-08;etanol;[m3];173,54
2018-08-08;ddgs;;968,87
2018-08-09;maiz;[ton];6647,32
2018-08-09;etanol;[m3];189,66
2018-08-09;ddgs;;888,4
2018-08-10;maiz;[ton];7725,34
2018-08-10;etanol;[m3];180,18
2018-08-10;ddgs;;902,08
2018-08-11;maiz;[ton];8277,36
2018-08-11;etanol;[m3];275,96
2018-08-11;ddgs;;987,24
2018-08-12;maiz;[ton];8340,4
2018-08-12;etanol;[m3];115,7
2018-08-12;ddgs;;1029,94
2018-08-13;maiz;[ton];7684,4
2018-08-13;etanol;[m3];165,96
2018-08-13;ddgs;;1136,13
2018-08-14;maiz;[ton];8123,68
2018-08-14;etanol;[m3];184,92
2018-08-14;ddgs;;894,68
2018-08-15;maiz;[ton];8289,22
2018-08-15;etanol;[m3];164,06
2018-08-15;ddgs;;777,15
2018-08-16;maiz;[ton];8784,22
2018-08-16;etanol;[m3];177,34
2018-08-16;ddgs;;899,16
2018-08-17;maiz;[ton];9178,64
2018-08-17;etanol;[m3];156,47
2018-08-17;ddgs;;743,44
2018-08-18;maiz;[ton];9724,1
2018-08-18;etanol;[m3];143,2
2018-08-18;ddgs;;864,27
2018-08-19;maiz;[ton];9040,1
2018-08-19;etanol;[m3];161,21
2018-08-19;ddgs;;973,23
2018-08-20;maiz;[ton];8356,1
2018-08-20;etanol;[m3];200,1
2018-08-20;ddgs;;1050,2
2018-08-21;maiz;[ton];7713,64
2018-08-21;etanol;[m3];74,92
2018-08-21;ddgs;;1158,07
2018-08-22;maiz;[ton];8198,64
2018-08-22;etanol;[m3];71,12
2018-08-22;ddgs;;969,27
2018-08-23;maiz;[ton];8633,54
2018-08-23;etanol;[m3];98,63
2018-08-23;ddgs;;865,57
2018-08-24;maiz;[ton];8838,54
2018-08-24;etanol;[m3];150,78
2018-08-24;ddgs;;744,73
2018-08-25;maiz;[ton];9333,54
2018-08-25;etanol;[m3];162,16
2018-08-25;ddgs;;795,52
2018-08-26;maiz;[ton];9514,6
2018-08-26;etanol;[m3];185,87
2018-08-26;ddgs;;935,69
2018-08-27;maiz;[ton];8830,6
2018-08-27;etanol;[m3];205,78
2018-08-27;ddgs;;1045,23
2018-08-28;maiz;[ton];8954,56
2018-08-28;etanol;[m3];143,19
2018-08-28;ddgs;;1142,54
2018-08-29;maiz;[ton];9483,8
2018-08-29;etanol;[m3];179,23
2018-08-29;ddgs;;1026,38
2018-08-30;maiz;[ton];10047,82
2018-08-30;etanol;[m3];154,57
2018-08-30;ddgs;;1000,58
2018-08-31;maiz;[ton];10547,82
2018-08-31;etanol;[m3];166,9
2018-08-31;ddgs;;770,3
2018-09-01;maiz;[ton];11028,86
2018-09-01;etanol;[m3];184,92
2018-09-01;ddgs;;805,6
2018-09-02;maiz;[ton];10332,86
2018-09-02;etanol;[m3];164,06
2018-09-02;ddgs;;902,59
2018-09-03;maiz;[ton];9637,82
2018-09-03;etanol;[m3];173,31
2018-09-03;ddgs;;1060,16
2018-09-04;maiz;[ton];9877,82
2018-09-04;etanol;[m3];76,31
2018-09-04;ddgs;;1189,6
2018-09-05;maiz;[ton];9957,82
2018-09-05;etanol;[m3];153,34
2018-09-05;ddgs;;1068,92
2018-09-06;maiz;[ton];10422,82
2018-09-06;etanol;[m3];93,55
2018-09-06;ddgs;;1060,52
2018-09-07;maiz;[ton];10657,82
2018-09-07;etanol;[m3];176,42
2018-09-07;ddgs;;927,32
2018-09-08;maiz;[ton];10693,72
2018-09-08;etanol;[m3];168,62
2018-09-08;ddgs;;925,66
2018-09-09;maiz;[ton];10009,72
2018-09-09;etanol;[m3];179,94
2018-09-09;ddgs;;1069,42
2018-09-10;maiz;[ton];9345,0
2018-09-10;etanol;[m3];183,98
2018-09-10;ddgs;;1163,9
2018-09-11;maiz;[ton];9399,54
2018-09-11;etanol;[m3];158,64
2018-09-11;ddgs;;1278,19
2018-09-12;maiz;[ton];9494,22
2018-09-12;etanol;[m3];167,73
2018-09-12;ddgs;;1218,53
2018-09-13;maiz;[ton];9274,22
2018-09-13;etanol;[m3];170,46
2018-09-13;ddgs;;1216,3
2018-09-14;maiz;[ton];9054,22
2018-09-14;etanol;[m3];254,06
2018-09-14;ddgs;;1219,47
2018-09-15;maiz;[ton];9481,38
2018-09-15;etanol;[m3];226,44
2018-09-15;ddgs;;1299,66
2018-09-16;maiz;[ton];8797,38
2018-09-16;etanol;[m3];168,2
2018-09-16;ddgs;;1412,79
2018-09-17;maiz;[ton];8164,22
2018-09-17;etanol;[m3];186,68
2018-09-17;ddgs;;1519,87
2018-09-18;maiz;[ton];8779,22
2018-09-18;etanol;[m3];173,75
2018-09-18;ddgs;;1628,71
2018-09-19;maiz;[ton];9384,22
2018-09-19;etanol;[m3];223,05
2018-09-19;ddgs;;1613,98
2018-09-20;maiz;[ton];9939,22
2018-09-20;etanol;[m3];354,2
2018-09-20;ddgs;;1588,19
2018-09-21;maiz;[ton];10529,22
2018-09-21;etanol;[m3];330,4
2018-09-21;ddgs;;1577,21
2018-09-22;maiz;[ton];11181,0
2018-09-22;etanol;[m3];230,74
2018-09-22;ddgs;;1654,51
2018-09-23;maiz;[ton];10485,0
2018-09-23;etanol;[m3];208,19
2018-09-23;ddgs;;1769,47
2018-09-24;maiz;[ton];9710,0
2018-09-24;etanol;[m3];176,51
2018-09-24;ddgs;;1859,4
2018-09-25;maiz;[ton];9842,24
2018-09-25;etanol;[m3];189,33
2018-09-25;ddgs;;1966,31
2018-09-26;maiz;[ton];9150,0
2018-09-26;etanol;[m3];159,35
2018-09-26;ddgs;;2071,28
2018-09-27;maiz;[ton];9414,46
2018-09-27;etanol;[m3];175,61
2018-09-27;ddgs;;2083,59
2018-09-28;maiz;[ton];9659,48
2018-09-28;etanol;[m3];192,44
2018-09-28;ddgs;;1976,96
2018-09-29;maiz;[ton];9692,12
2018-09-29;etanol;[m3];357,36
2018-09-29;ddgs;;2024,26
2018-09-30;maiz;[ton];8996,12
2018-09-30;etanol;[m3];636,63
2018-09-30;ddgs;;2133,91
2018-10-01;maiz;[ton];8300,12
2018-10-01;etanol;[m3];910,69
2018-10-01;ddgs;;2234,51
2018-10-02;maiz;[ton];7978,34
2018-10-02;etanol;[m3];954,71
2018-10-02;ddgs;;2336,06
2018-10-03;maiz;[ton];8958,68
2018-10-03;etanol;[m3];898,89
2018-10-03;ddgs;;2370,58
2018-10-04;maiz;[ton];9809,44
2018-10-04;etanol;[m3];856,31
2018-10-04;ddgs;;2316,76
2018-10-05;maiz;[ton];10811,76
2018-10-05;etanol;[m3];493,12
2018-10-05;ddgs;;2232,22
2018-10-06;maiz;[ton];11741,5
2018-10-06;etanol;[m3];417,26
2018-10-06;ddgs;;2232,22
2018-10-07;maiz;[ton];12300,26
2018-10-07;etanol;[m3];158,37
2018-10-07;ddgs;;2232,22
2018-10-08;maiz;[ton];11963,12
2018-10-08;etanol;[m3];55,0
2018-10-08;ddgs;;2232,22
2018-10-09;maiz;[ton];12014,32
2018-10-09;etanol;[m3];110,0
2018-10-09;ddgs;;2232,22
2018-10-10;maiz;[ton];12161,72
2018-10-10;etanol;[m3];139,4
2018-10-10;ddgs;;2102,46
2018-10-11;maiz;[ton];12701,72
2018-10-11;etanol;[m3];106,21
2018-10-11;ddgs;;2079,32
2018-10-12;maiz;[ton];12795,24
2018-10-12;etanol;[m3];106,21
2018-10-12;ddgs;;1951,7
2018-10-13;maiz;[ton];12526,9
2018-10-13;etanol;[m3];149,83
2018-10-13;ddgs;;1951,7
2018-10-14;maiz;[ton];12118,7
2018-10-14;etanol;[m3];168,8
2018-10-14;ddgs;;1951,7
2018-10-15;maiz;[ton];11638,7
2018-10-15;etanol;[m3];168,8
2018-10-15;ddgs;;1951,7
2018-10-16;maiz;[ton];10816,9
2018-10-16;etanol;[m3];124,23
2018-10-16;ddgs;;1951,7
2018-10-17;maiz;[ton];10926,9
2018-10-17;etanol;[m3];90,09
2018-10-17;ddgs;;1923,7
2018-10-18;maiz;[ton];11396,9
2018-10-18;etanol;[m3];134,66
2018-10-18;ddgs;;1901,36
2018-10-19;maiz;[ton];11881,9
2018-10-19;etanol;[m3];125,18
2018-10-19;ddgs;;1894,03
2018-10-20;maiz;[ton];12287,0
2018-10-20;etanol;[m3];165,95
2018-10-20;ddgs;;1914,13
2018-10-21;maiz;[ton];11714,0
2018-10-21;etanol;[m3];156,47
2018-10-21;ddgs;;1963,08
2018-10-22;maiz;[ton];11097,52
2018-10-22;etanol;[m3];153,62
2018-10-22;ddgs;;2013,72
2018-10-23;maiz;[ton];11442,52
2018-10-23;etanol;[m3];142,25
2018-10-23;ddgs;;2067,54
2018-10-24;maiz;[ton];11757,52
2018-10-24;etanol;[m3];294,92
2018-10-24;ddgs;;2064,51
2018-10-25;maiz;[ton];12002,52
2018-10-25;etanol;[m3];395,44
2018-10-25;ddgs;;2071,11
2018-10-26;maiz;[ton];12097,52
2018-10-26;etanol;[m3];619,24
2018-10-26;ddgs;;1889,46
2018-10-27;maiz;[ton];12187,5
2018-10-27;etanol;[m3];711,23
2018-10-27;ddgs;;1938,3
2018-10-28;maiz;[ton];12188,88
2018-10-28;etanol;[m3];612,6
2018-10-28;ddgs;;1983,49
2018-10-29;maiz;[ton];11507,52
2018-10-29;etanol;[m3];629,67
2018-10-29;ddgs;;2055,98
2018-10-30;maiz;[ton];11727,52
2018-10-30;etanol;[m3];576,57
2018-10-30;ddgs;;2055,98
2018-10-31;maiz;[ton];11917,52
2018-10-31;etanol;[m3];316,73
2018-10-31;ddgs;;2055,98
2018-11-01;maiz;[ton];12062,52
2018-11-01;etanol;[m3];240,87
2018-11-01;ddgs;;2089,92
2018-11-02;maiz;[ton];11947,52
2018-11-02;etanol;[m3];132,76
2018-11-02;ddgs;;1917,08
2018-11-03;maiz;[ton];12059,94
2018-11-03;etanol;[m3];159,31
2018-11-03;ddgs;;1982,6
2018-11-04;maiz;[ton];11363,94
2018-11-04;etanol;[m3];149,83
2018-11-04;ddgs;;2011,79
2018-11-05;maiz;[ton];10702,52
2018-11-05;etanol;[m3];148,88
2018-11-05;ddgs;;2075,8
2018-11-06;maiz;[ton];10837,52
2018-11-06;etanol;[m3];140,35
2018-11-06;ddgs;;2109,32
2018-11-07;maiz;[ton];11097,52
2018-11-07;etanol;[m3];200,09
2018-11-07;ddgs;;2145,04
2018-11-08;maiz;[ton];11287,52
2018-11-08;etanol;[m3];241,82
2018-11-08;ddgs;;2184,99
2018-11-09;maiz;[ton];11467,52
2018-11-09;etanol;[m3];402,08
2018-11-09;ddgs;;1908,46
2018-11-10;maiz;[ton];11548,14
2018-11-10;etanol;[m3];403,03
2018-11-10;ddgs;;1995,45
2018-11-11;maiz;[ton];10881,18
2018-11-11;etanol;[m3];149,83
2018-11-11;ddgs;;2087,79
2018-11-12;maiz;[ton];10242,52
2018-11-12;etanol;[m3];146,99
2018-11-12;ddgs;;2162,47
2018-11-13;maiz;[ton];10218,38
2018-11-13;etanol;[m3];169,75
2018-11-13;ddgs;;2242,61
2018-11-14;maiz;[ton];10628,38
2018-11-14;etanol;[m3];200,09
2018-11-14;ddgs;;2278,22
2018-11-15;maiz;[ton];10793,38
2018-11-15;etanol;[m3];165,01
2018-11-15;ddgs;;2294,63
2018-11-16;maiz;[ton];11083,38
2018-11-16;etanol;[m3];192,5
2018-11-16;ddgs;;2201,77
2018-11-17;maiz;[ton];11282,03
2018-11-17;etanol;[m3];171,64
2018-11-17;ddgs;;2264,45
2018-11-18;maiz;[ton];11388,73
2018-11-18;etanol;[m3];155,52
2018-11-18;ddgs;;2342,56
2018-11-19;maiz;[ton];10730,29
2018-11-19;etanol;[m3];393,54
2018-11-19;ddgs;;2376,52
2018-11-20;maiz;[ton];10031,24
2018-11-20;etanol;[m3];114,74
2018-11-20;ddgs;;2405,21
2018-11-21;maiz;[ton];9768,38
2018-11-21;etanol;[m3];146,04
2018-11-21;ddgs;;2366,94
2018-11-22;maiz;[ton];9928,38
2018-11-22;etanol;[m3];146,04
2018-11-22;ddgs;;2432,68
2018-11-23;maiz;[ton];10453,38
2018-11-23;etanol;[m3];112,85
2018-11-23;ddgs;;2308,49
2018-11-24;maiz;[ton];10847,1
2018-11-24;etanol;[m3];182,07
2018-11-24;ddgs;;2348,04
2018-11-25;maiz;[ton];10141,74
2018-11-25;etanol;[m3];182,07
2018-11-25;ddgs;;2363,41
2018-11-26;maiz;[ton];9468,38
2018-11-26;etanol;[m3];153,62
2018-11-26;ddgs;;2409,49
2018-11-27;maiz;[ton];9563,38
2018-11-27;etanol;[m3];154,54
2018-11-27;ddgs;;2481,51
2018-11-28;maiz;[ton];9713,38
2018-11-28;etanol;[m3];167,26
2018-11-28;ddgs;;2429,17
2018-11-29;maiz;[ton];9453,38
2018-11-29;etanol;[m3];291,72
2018-11-29;ddgs;;2473,62
2018-11-30;maiz;[ton];9773,38
2018-11-30;etanol;[m3];413,93
2018-11-30;ddgs;;2453,06
2018-12-01;maiz;[ton];9953,0
2018-12-01;etanol;[m3];425,5
2018-12-01;ddgs;;2503,6
2018-12-02;maiz;[ton];9233,0
2018-12-02;etanol;[m3];369,4
2018-12-02;ddgs;;2602,46
2018-12-03;maiz;[ton];8563,38
2018-12-03;etanol;[m3];241,78
2018-12-03;ddgs;;2673,77
2018-12-04;maiz;[ton];8978,02
2018-12-04;etanol;[m3];190,06
2018-12-04;ddgs;;2683,34
2018-12-05;maiz;[ton];9043,02
2018-12-05;etanol;[m3];256,58
2018-12-05;ddgs;;2634,23
2018-12-06;maiz;[ton];9153,02
2018-12-06;etanol;[m3];225,84
2018-12-06;ddgs;;2685,93
2018-12-07;maiz;[ton];9410,0
2018-12-07;etanol;[m3];419,77
2018-12-07;ddgs;;2594,17
2018-12-08;maiz;[ton];9687,54
2018-12-08;etanol;[m3];392,78
2018-12-08;ddgs;;2617,47
2018-12-09;maiz;[ton];8967,54
2018-12-09;etanol;[m3];232,6
2018-12-09;ddgs;;2653,06
2018-12-10;maiz;[ton];8325,0
2018-12-10;etanol;[m3];354,81
2018-12-10;ddgs;;2746,44
2018-12-11;maiz;[ton];8420,0
2018-12-11;etanol;[m3];336,98
2018-12-11;ddgs;;2812,43
2018-12-12;maiz;[ton];8635,9
2018-12-12;etanol;[m3];318,32
2018-12-12;ddgs;;2818,84
2018-12-13;maiz;[ton];9079,58
2018-12-13;etanol;[m3];304,12
2018-12-13;ddgs;;2877,88
2018-12-14;maiz;[ton];9504,8
2018-12-14;etanol;[m3];215,3
2018-12-14;ddgs;;2800,92
2018-12-15;maiz;[ton];9939,8
2018-12-15;etanol;[m3];272,09
2018-12-15;ddgs;;2876,21
2018-12-16;maiz;[ton];10178,76
2018-12-16;etanol;[m3];264,09
2018-12-16;ddgs;;2950,94
2018-12-17;maiz;[ton];9514,8
2018-12-17;etanol;[m3];211,74
2018-12-17;ddgs;;3033,35
2018-12-18;maiz;[ton];9929,8
2018-12-18;etanol;[m3];191,63
2018-12-18;ddgs;;3087,26
2018-12-19;maiz;[ton];10384,8
2018-12-19;etanol;[m3];320,45
2018-12-19;ddgs;;2944,68
2018-12-20;maiz;[ton];10979,8
2018-12-20;etanol;[m3];295,49
2018-12-20;ddgs;;2914,6
2018-12-21;maiz;[ton];11344,8
2018-12-21;etanol;[m3];440,9
2018-12-21;ddgs;;2797,69
2018-12-22;maiz;[ton];11654,42
2018-12-22;etanol;[m3];638,85
2018-12-22;ddgs;;2828,39
2018-12-23;maiz;[ton];10950,98
2018-12-23;etanol;[m3];662,96
2018-12-23;ddgs;;2890,2
2018-12-24;maiz;[ton];10309,8
2018-12-24;etanol;[m3];558,76
2018-12-24;ddgs;;2942,77
2018-12-25;maiz;[ton];10189,5
2018-12-25;etanol;[m3];650,51
2018-12-25;ddgs;;2988,63
2018-12-26;maiz;[ton];9511,92
2018-12-26;etanol;[m3];624,24
2018-12-26;ddgs;;3033,49
2018-12-27;maiz;[ton];9576,92
2018-12-27;etanol;[m3];491,85
2018-12-27;ddgs;;2976,22
2018-12-28;maiz;[ton];9841,92
2018-12-28;etanol;[m3];344,88
2018-12-28;ddgs;;2819,94
2018-12-29;maiz;[ton];10326,92
2018-12-29;etanol;[m3];286,53
2018-12-29;ddgs;;2853,39
2018-12-30;maiz;[ton];10353,6
2018-12-30;etanol;[m3];260,51
2018-12-30;ddgs;;2881,15
2018-12-31;maiz;[ton];9646,92
2018-12-31;etanol;[m3];105,81
2018-12-31;ddgs;;2933,31
2019-01-01;maiz;[ton];9690,72
2019-01-01;etanol;[m3];159,04
2019-01-01;ddgs;;2979,75
2019-01-02;maiz;[ton];8986,92
2019-01-02;etanol;[m3];431,93
2019-01-02;ddgs;;3042,93
2019-01-03;maiz;[ton];8906,92
2019-01-03;etanol;[m3];331,85
2019-01-03;ddgs;;2989,8
2019-01-04;maiz;[ton];9266,92
2019-01-04;etanol;[m3];257,17
2019-01-04;ddgs;;2862,65
2019-01-05;maiz;[ton];9570,08
2019-01-05;etanol;[m3];378,72
2019-01-05;ddgs;;2871,93
2019-01-06;maiz;[ton];8850,08
2019-01-06;etanol;[m3];361,01
2019-01-06;ddgs;;2930,39
2019-01-07;maiz;[ton];8166,92
2019-01-07;etanol;[m3];184,86
2019-01-07;ddgs;;2965,14
2019-01-08;maiz;[ton];8320,28
2019-01-08;etanol;[m3];131,35
2019-01-08;ddgs;;2769,06
2019-01-09;maiz;[ton];8287,7
2019-01-09;etanol;[m3];142,12
2019-01-09;ddgs;;2769,06
2019-01-10;maiz;[ton];8792,28
2019-01-10;etanol;[m3];211,86
2019-01-10;ddgs;;2793,5
2019-01-11;maiz;[ton];9272,28
2019-01-11;etanol;[m3];369,79
2019-01-11;ddgs;;2737,29
2019-01-12;maiz;[ton];9647,28
2019-01-12;etanol;[m3];530,36
2019-01-12;ddgs;;2775,28
2019-01-13;maiz;[ton];9844,1
2019-01-13;etanol;[m3];460,62
2019-01-13;ddgs;;2830,75
2019-01-14;maiz;[ton];9162,28
2019-01-14;etanol;[m3];505,55
2019-01-14;ddgs;;2872,78
2019-01-15;maiz;[ton];9592,28
2019-01-15;etanol;[m3];589,84
2019-01-15;ddgs;;2908,58
2019-01-16;maiz;[ton];10067,28
2019-01-16;etanol;[m3];747,39
2019-01-16;ddgs;;2949,83
2019-01-17;maiz;[ton];10647,28
2019-01-17;etanol;[m3];859,94
2019-01-17;ddgs;;2997,08
2019-01-18;maiz;[ton];10817,28
2019-01-18;etanol;[m3];735,08
2019-01-18;ddgs;;2922,44
2019-01-19;maiz;[ton];11366,68
2019-01-19;etanol;[m3];626,87
2019-01-19;ddgs;;2925,27
2019-01-20;maiz;[ton];10670,68
2019-01-20;etanol;[m3];501,74
2019-01-20;ddgs;;2992,35
2019-01-21;maiz;[ton];9962,28
2019-01-21;etanol;[m3];407,1
2019-01-21;ddgs;;3048,74
2019-01-22;maiz;[ton];10267,28
2019-01-22;etanol;[m3];276,62
2019-01-22;ddgs;;3091,89
2019-01-23;maiz;[ton];10467,28
2019-01-23;etanol;[m3];175,57
2019-01-23;ddgs;;3122,85
2019-01-24;maiz;[ton];10817,28
2019-01-24;etanol;[m3];187,43
2019-01-24;ddgs;;3106,9
2019-01-25;maiz;[ton];11097,28
2019-01-25;etanol;[m3];171,91
2019-01-25;ddgs;;3106,74
2019-01-26;maiz;[ton];11556,6
2019-01-26;etanol;[m3];225,06
2019-01-26;ddgs;;3169,11
2019-01-27;maiz;[ton];10870,2
2019-01-27;etanol;[m3];169,87
2019-01-27;ddgs;;3213,51
2019-01-28;maiz;[ton];10127,28
2019-01-28;etanol;[m3];154,72
2019-01-28;ddgs;;3273,02
2019-01-29;maiz;[ton];10062,28
2019-01-29;etanol;[m3];130,56
2019-01-29;ddgs;;3298,17
2019-01-30;maiz;[ton];10181,92
2019-01-30;etanol;[m3];178,36
2019-01-30;ddgs;;3285,3
2019-01-31;maiz;[ton];10682,3
2019-01-31;etanol;[m3];168,84
2019-01-31;ddgs;;3327,32
2019-02-01;maiz;[ton];10961,92
